会社名,四半期,区分,科目,前期末,当期末
オリオン機械,2023Q4,補足,有形固定資産の売却による収入,,2200
オリオン機械,2024Q1,BS,現金及び預金,,16100
オリオン機械,2024Q1,BS,預け金,,13000
オリオン機械,2024Q1,BS,営業債権,,15500
オリオン機械,2024Q1,BS,棚卸資産,,9700
オリオン機械,2024Q1,BS,その他流動資産,,3800
オリオン機械,2024Q1,BS,有形固定資産(純額),,30300
オリオン機械,2024Q1,BS,投資その他の資産,,3100
オリオン機械,2024Q1,BS,営業債務,,10200
オリオン機械,2024Q1,BS,短期借入金,,4700
オリオン機械,2024Q1,BS,その他流動負債,,3300
オリオン機械,2024Q1,BS,長期借入金,,18300
オリオン機械,2024Q1,BS,その他固定負債,,3200
オリオン機械,2024Q1,BS,退職給付引当金,,9100
オリオン機械,2024Q1,BS,純資産合計,,42700
オリオン機械,2024Q1,PL,売上高,,71500
オリオン機械,2024Q1,PL,営業利益,,100
オリオン機械,2024Q1,PL,税引前当期純利益,,-300
オリオン機械,2024Q1,PL,減価償却費,,3900
オリオン機械,2024Q1,PL,受取利息及び受取配当金,,300
オリオン機械,2024Q1,PL,支払利息,,700
オリオン機械,2024Q1,補足,有形固定資産の売却による収入,,2900
オリオン機械,2024Q1,SS,自己株式の処分,,500
オリオン機械,2024Q2,BS,現金及び預金,,9200
オリオン機械,2024Q2,BS,預け金,,15700
オリオン機械,2024Q2,BS,営業債権,,18100
オリオン機械,2024Q2,BS,棚卸資産,,8300
オリオン機械,2024Q2,BS,その他流動資産,,4100
オリオン機械,2024Q2,BS,有形固定資産(純額),,31300
オリオン機械,2024Q2,BS,投資その他の資産,,2500
オリオン機械,2024Q2,BS,営業債務,,9800
オリオン機械,2024Q2,BS,短期借入金,,3300
オリオン機械,2024Q2,BS,その他流動負債,,3700
オリオン機械,2024Q2,BS,長期借入金,,15800
オリオン機械,2024Q2,BS,その他固定負債,,3800
オリオン機械,2024Q2,BS,退職給付引当金,,8700
オリオン機械,2024Q2,BS,純資産合計,,44100
オリオン機械,2024Q2,PL,売上高,,74200
オリオン機械,2024Q2,PL,営業利益,,2000
オリオン機械,2024Q2,PL,税引前当期純利益,,2100
オリオン機械,2024Q2,PL,減価償却費,,4100
オリオン機械,2024Q2,PL,受取利息及び受取配当金,,200
オリオン機械,2024Q2,PL,支払利息,,400
オリオン機械,2024Q2,PL,固定資産売却損益(益は+、損は−),,300
オリオン機械,2024Q2,PL,法人税等,,700
オリオン機械,2024Q2,補足,有形固定資産の売却による収入,,3600
オリオン機械,2024Q3,BS,現金及び預金,,11500
オリオン機械,2024Q3,BS,預け金,,14200
オリオン機械,2024Q3,BS,営業債権,,20700
オリオン機械,2024Q3,BS,棚卸資産,,9100
オリオン機械,2024Q3,BS,その他流動資産,,3800
オリオン機械,2024Q3,BS,有形固定資産(純額),,30300
オリオン機械,2024Q3,BS,投資その他の資産,,3700
オリオン機械,2024Q3,BS,営業債務,,10200
オリオン機械,2024Q3,BS,短期借入金,,1800
オリオン機械,2024Q3,BS,その他流動負債,,3800
オリオン機械,2024Q3,BS,長期借入金,,18900
オリオン機械,2024Q3,BS,その他固定負債,,3300
オリオン機械,2024Q3,BS,退職給付引当金,,9400
オリオン機械,2024Q3,BS,純資産合計,,45900
オリオン機械,2024Q3,PL,売上高,,76700
オリオン機械,2024Q3,PL,営業利益,,3200
オリオン機械,2024Q3,PL,税引前当期純利益,,2600
オリオン機械,2024Q3,PL,減価償却費,,4900
オリオン機械,2024Q3,PL,受取利息及び受取配当金,,400
オリオン機械,2024Q3,PL,支払利息,,1000
オリオン機械,2024Q3,PL,法人税等,,800
オリオン機械,2024Q4,BS,現金及び預金,,16500
オリオン機械,2024Q4,BS,預け金,,13300
オリオン機械,2024Q4,BS,営業債権,,23800
オリオン機械,2024Q4,BS,棚卸資産,,9700
オリオン機械,2024Q4,BS,その他流動資産,,4500
オリオン機械,2024Q4,BS,有形固定資産(純額),,28800
オリオン機械,2024Q4,BS,投資その他の資産,,3800
オリオン機械,2024Q4,BS,営業債務,,7900
オリオン機械,2024Q4,BS,短期借入金,,4700
オリオン機械,2024Q4,BS,その他流動負債,,3200
オリオン機械,2024Q4,BS,長期借入金,,20000
オリオン機械,2024Q4,BS,その他固定負債,,3600
オリオン機械,2024Q4,BS,退職給付引当金,,9600
オリオン機械,2024Q4,BS,純資産合計,,51400
オリオン機械,2024Q4,PL,売上高,,76600
オリオン機械,2024Q4,PL,営業利益,,11100
オリオン機械,2024Q4,PL,税引前当期純利益,,10200
オリオン機械,2024Q4,PL,減価償却費,,4800
オリオン機械,2024Q4,PL,支払利息,,900
オリオン機械,2024Q4,PL,法人税等,,3300
オリオン機械,2024Q4,SS,自己株式の取得,,1400
オリオン機械,2025Q1,BS,現金及び預金,,19300
オリオン機械,2025Q1,BS,預け金,,11300
オリオン機械,2025Q1,BS,営業債権,,23400
オリオン機械,2025Q1,BS,棚卸資産,,10100
オリオン機械,2025Q1,BS,その他流動資産,,4000
オリオン機械,2025Q1,BS,有形固定資産(純額),,33200
オリオン機械,2025Q1,BS,投資その他の資産,,5200
オリオン機械,2025Q1,BS,営業債務,,10800
オリオン機械,2025Q1,BS,短期借入金,,3600
オリオン機械,2025Q1,BS,その他流動負債,,3000
オリオン機械,2025Q1,BS,長期借入金,,23100
オリオン機械,2025Q1,BS,その他固定負債,,3800
オリオン機械,2025Q1,BS,退職給付引当金,,10100
オリオン機械,2025Q1,BS,純資産合計,,52100
オリオン機械,2025Q1,PL,売上高,,76500
オリオン機械,2025Q1,PL,営業利益,,1600
オリオン機械,2025Q1,PL,税引前当期純利益,,1000
オリオン機械,2025Q1,PL,減価償却費,,3400
オリオン機械,2025Q1,PL,受取利息及び受取配当金,,300
オリオン機械,2025Q1,PL,支払利息,,900
オリオン機械,2025Q1,PL,法人税等,,300
オリオン機械,2025Q2,BS,現金及び預金,,11900
オリオン機械,2025Q2,BS,預け金,,12500
オリオン機械,2025Q2,BS,営業債権,,20500
オリオン機械,2025Q2,BS,棚卸資産,,11300
オリオン機械,2025Q2,BS,その他流動資産,,4600
オリオン機械,2025Q2,BS,有形固定資産(純額),,38200
オリオン機械,2025Q2,BS,投資その他の資産,,5500
オリオン機械,2025Q2,BS,営業債務,,9700
オリオン機械,2025Q2,BS,短期借入金,,1800
オリオン機械,2025Q2,BS,その他流動負債,,2300
オリオン機械,2025Q2,BS,長期借入金,,23800
オリオン機械,2025Q2,BS,その他固定負債,,4300
オリオン機械,2025Q2,BS,退職給付引当金,,9800
オリオン機械,2025Q2,BS,純資産合計,,52800
オリオン機械,2025Q2,PL,売上高,,77200
オリオン機械,2025Q2,PL,営業利益,,1100
オリオン機械,2025Q2,PL,税引前当期純利益,,1100
オリオン機械,2025Q2,PL,減価償却費,,3200
オリオン機械,2025Q2,PL,受取利息及び受取配当金,,200
オリオン機械,2025Q2,PL,支払利息,,200
オリオン機械,2025Q2,PL,法人税等,,400
オリオン機械,2025Q3,BS,現金及び預金,,7600
オリオン機械,2025Q3,BS,預け金,,11700
オリオン機械,2025Q3,BS,営業債権,,20200
オリオン機械,2025Q3,BS,棚卸資産,,12500
オリオン機械,2025Q3,BS,その他流動資産,,4300
オリオン機械,2025Q3,BS,有形固定資産(純額),,40800
オリオン機械,2025Q3,BS,投資その他の資産,,6700
オリオン機械,2025Q3,BS,営業債務,,7900
オリオン機械,2025Q3,BS,短期借入金,,2000
オリオン機械,2025Q3,BS,その他流動負債,,2700
オリオン機械,2025Q3,BS,長期借入金,,22600
オリオン機械,2025Q3,BS,その他固定負債,,3900
オリオン機械,2025Q3,BS,退職給付引当金,,9600
オリオン機械,2025Q3,BS,純資産合計,,55100
オリオン機械,2025Q3,PL,売上高,,76900
オリオン機械,2025Q3,PL,営業利益,,5500
オリオン機械,2025Q3,PL,税引前当期純利益,,4900
オリオン機械,2025Q3,PL,減価償却費,,2400
オリオン機械,2025Q3,PL,受取利息及び受取配当金,,200
オリオン機械,2025Q3,PL,支払利息,,700
オリオン機械,2025Q3,PL,固定資産売却損益(益は+、損は−),,-100
オリオン機械,2025Q3,PL,法人税等,,1600
オリオン機械,2025Q3,補足,有形固定資産の売却による収入,,2300
オリオン機械,2025Q3,SS,剰余金の配当(配当金の支払額),,1000
オリオン機械,2025Q4,BS,現金及び預金,,10700
オリオン機械,2025Q4,BS,預け金,,13900
オリオン機械,2025Q4,BS,営業債権,,20100
オリオン機械,2025Q4,BS,棚卸資産,,11900
オリオン機械,2025Q4,BS,その他流動資産,,3700
オリオン機械,2025Q4,BS,有形固定資産(純額),,39900
オリオン機械,2025Q4,BS,投資その他の資産,,7500
オリオン機械,2025Q4,BS,営業債務,,8100
オリオン機械,2025Q4,BS,短期借入金,,0
オリオン機械,2025Q4,BS,その他流動負債,,2700
オリオン機械,2025Q4,BS,長期借入金,,24700
オリオン機械,2025Q4,BS,その他固定負債,,3500
オリオン機械,2025Q4,BS,退職給付引当金,,9900
オリオン機械,2025Q4,BS,純資産合計,,58800
オリオン機械,2025Q4,PL,売上高,,77500
オリオン機械,2025Q4,PL,営業利益,,6000
オリオン機械,2025Q4,PL,税引前当期純利益,,5400
オリオン機械,2025Q4,PL,減価償却費,,2900
オリオン機械,2025Q4,PL,受取利息及び受取配当金,,100
オリオン機械,2025Q4,PL,支払利息,,100
オリオン機械,2025Q4,PL,固定資産売却損益(益は+、損は−),,-600
オリオン機械,2025Q4,PL,法人税等,,1700
オリオン機械,2025Q4,補足,有形固定資産の売却による収入,,1700
オリオン機械,2026Q1,BS,現金及び預金,,3600
オリオン機械,2026Q1,BS,預け金,,14100
オリオン機械,2026Q1,BS,営業債権,,22100
オリオン機械,2026Q1,BS,棚卸資産,,11800
オリオン機械,2026Q1,BS,その他流動資産,,4200
オリオン機械,2026Q1,BS,有形固定資産(純額),,43900
オリオン機械,2026Q1,BS,投資その他の資産,,8500
オリオン機械,2026Q1,BS,営業債務,,6800
オリオン機械,2026Q1,BS,短期借入金,,0
オリオン機械,2026Q1,BS,その他流動負債,,1800
オリオン機械,2026Q1,BS,長期借入金,,24200
オリオン機械,2026Q1,BS,その他固定負債,,3500
オリオン機械,2026Q1,BS,退職給付引当金,,9700
オリオン機械,2026Q1,BS,純資産合計,,62200
オリオン機械,2026Q1,PL,売上高,,77500
オリオン機械,2026Q1,PL,営業利益,,6400
オリオン機械,2026Q1,PL,税引前当期純利益,,6400
オリオン機械,2026Q1,PL,減価償却費,,3300
オリオン機械,2026Q1,PL,受取利息及び受取配当金,,400
オリオン機械,2026Q1,PL,支払利息,,1000
オリオン機械,2026Q1,PL,固定資産売却損益(益は+、損は−),,600
オリオン機械,2026Q1,PL,法人税等,,2000
オリオン機械,2026Q1,補足,有形固定資産の売却による収入,,1900
オリオン機械,2026Q1,SS,剰余金の配当(配当金の支払額),,1000
パシフィック紙業,2023Q4,BS,現金及び預金,64200,24400
パシフィック紙業,2023Q4,BS,預け金,68400,64800
パシフィック紙業,2023Q4,BS,営業債権,77400,63600
パシフィック紙業,2023Q4,BS,棚卸資産,79800,90000
パシフィック紙業,2023Q4,BS,その他流動資産,10800,12600
パシフィック紙業,2023Q4,BS,有形固定資産(純額),326400,355200
パシフィック紙業,2023Q4,BS,投資その他の資産,43200,45600
パシフィック紙業,2023Q4,BS,営業債務,79800,67800
パシフィック紙業,2023Q4,BS,短期借入金,2400,1800
パシフィック紙業,2023Q4,BS,その他流動負債,28800,24000
パシフィック紙業,2023Q4,BS,長期借入金,144600,147600
パシフィック紙業,2023Q4,BS,その他固定負債,28200,26400
パシフィック紙業,2023Q4,BS,退職給付引当金,19200,20400
パシフィック紙業,2023Q4,BS,純資産合計,367200,368200
パシフィック紙業,2023Q4,PL,売上高,,277100
パシフィック紙業,2023Q4,PL,営業利益,,3900
パシフィック紙業,2023Q4,PL,税引前当期純利益,,600
パシフィック紙業,2023Q4,PL,減価償却費,,32400
パシフィック紙業,2023Q4,PL,受取利息及び受取配当金,,300
パシフィック紙業,2023Q4,PL,支払利息,,3600
パシフィック紙業,2023Q4,PL,法人税等,,200
パシフィック紙業,2023Q4,SS,新株の発行(増資),,10200
パシフィック紙業,2023Q4,SS,自己株式の取得,,9600
パシフィック紙業,2024Q1,BS,現金及び預金,,74000
パシフィック紙業,2024Q1,BS,預け金,,55800
パシフィック紙業,2024Q1,BS,営業債権,,57600
パシフィック紙業,2024Q1,BS,棚卸資産,,94800
パシフィック紙業,2024Q1,BS,その他流動資産,,13200
パシフィック紙業,2024Q1,BS,有形固定資産(純額),,346800
パシフィック紙業,2024Q1,BS,投資その他の資産,,46200
パシフィック紙業,2024Q1,BS,営業債務,,75600
パシフィック紙業,2024Q1,BS,短期借入金,,0
パシフィック紙業,2024Q1,BS,その他流動負債,,25200
パシフィック紙業,2024Q1,BS,長期借入金,,160200
パシフィック紙業,2024Q1,BS,その他固定負債,,27600
パシフィック紙業,2024Q1,BS,退職給付引当金,,19800
パシフィック紙業,2024Q1,BS,純資産合計,,380000
パシフィック紙業,2024Q1,PL,売上高,,273800
パシフィック紙業,2024Q1,PL,営業利益,,17600
パシフィック紙業,2024Q1,PL,税引前当期純利益,,17300
パシフィック紙業,2024Q1,PL,減価償却費,,11400
パシフィック紙業,2024Q1,PL,受取利息及び受取配当金,,1500
パシフィック紙業,2024Q1,PL,支払利息,,1800
パシフィック紙業,2024Q1,PL,法人税等,,5500
パシフィック紙業,2024Q2,BS,現金及び預金,,128900
パシフィック紙業,2024Q2,BS,預け金,,65400
パシフィック紙業,2024Q2,BS,営業債権,,68400
パシフィック紙業,2024Q2,BS,棚卸資産,,85800
パシフィック紙業,2024Q2,BS,その他流動資産,,16200
パシフィック紙業,2024Q2,BS,有形固定資産(純額),,336600
パシフィック紙業,2024Q2,BS,投資その他の資産,,43800
パシフィック紙業,2024Q2,BS,営業債務,,76800
パシフィック紙業,2024Q2,BS,短期借入金,,1800
パシフィック紙業,2024Q2,BS,その他流動負債,,22800
パシフィック紙業,2024Q2,BS,長期借入金,,180600
パシフィック紙業,2024Q2,BS,その他固定負債,,31200
パシフィック紙業,2024Q2,BS,退職給付引当金,,18000
パシフィック紙業,2024Q2,BS,純資産合計,,413900
パシフィック紙業,2024Q2,PL,売上高,,272400
パシフィック紙業,2024Q2,PL,営業利益,,39900
パシフィック紙業,2024Q2,PL,税引前当期純利益,,37500
パシフィック紙業,2024Q2,PL,減価償却費,,14400
パシフィック紙業,2024Q2,PL,受取利息及び受取配当金,,600
パシフィック紙業,2024Q2,PL,支払利息,,3000
パシフィック紙業,2024Q2,PL,法人税等,,12000
パシフィック紙業,2024Q2,SS,自己株式の処分,,8400
パシフィック紙業,2024Q3,BS,現金及び預金,,118800
パシフィック紙業,2024Q3,BS,預け金,,54000
パシフィック紙業,2024Q3,BS,営業債権,,73800
パシフィック紙業,2024Q3,BS,棚卸資産,,75000
パシフィック紙業,2024Q3,BS,その他流動資産,,15600
パシフィック紙業,2024Q3,BS,有形固定資産(純額),,362400
パシフィック紙業,2024Q3,BS,投資その他の資産,,42000
パシフィック紙業,2024Q3,BS,営業債務,,94200
パシフィック紙業,2024Q3,BS,短期借入金,,0
パシフィック紙業,2024Q3,BS,その他流動負債,,25200
パシフィック紙業,2024Q3,BS,長期借入金,,164400
パシフィック紙業,2024Q3,BS,その他固定負債,,30000
パシフィック紙業,2024Q3,BS,退職給付引当金,,18600
パシフィック紙業,2024Q3,BS,純資産合計,,409200
パシフィック紙業,2024Q3,PL,売上高,,267300
パシフィック紙業,2024Q3,PL,営業利益,,100
パシフィック紙業,2024Q3,PL,税引前当期純利益,,-4700
パシフィック紙業,2024Q3,PL,減価償却費,,29400
パシフィック紙業,2024Q3,PL,受取利息及び受取配当金,,1800
パシフィック紙業,2024Q3,PL,支払利息,,6600
パシフィック紙業,2024Q4,BS,現金及び預金,,116100
パシフィック紙業,2024Q4,BS,預け金,,59400
パシフィック紙業,2024Q4,BS,営業債権,,60000
パシフィック紙業,2024Q4,BS,棚卸資産,,73200
パシフィック紙業,2024Q4,BS,その他流動資産,,19200
パシフィック紙業,2024Q4,BS,有形固定資産(純額),,369600
パシフィック紙業,2024Q4,BS,投資その他の資産,,42600
パシフィック紙業,2024Q4,BS,営業債務,,88800
パシフィック紙業,2024Q4,BS,短期借入金,,0
パシフィック紙業,2024Q4,BS,その他流動負債,,30000
パシフィック紙業,2024Q4,BS,長期借入金,,144600
パシフィック紙業,2024Q4,BS,その他固定負債,,29400
パシフィック紙業,2024Q4,BS,退職給付引当金,,23400
パシフィック紙業,2024Q4,BS,純資産合計,,423900
パシフィック紙業,2024Q4,PL,売上高,,259200
パシフィック紙業,2024Q4,PL,営業利益,,25100
パシフィック紙業,2024Q4,PL,税引前当期純利益,,26000
パシフィック紙業,2024Q4,PL,減価償却費,,13800
パシフィック紙業,2024Q4,PL,受取利息及び受取配当金,,2400
パシフィック紙業,2024Q4,PL,支払利息,,5100
パシフィック紙業,2024Q4,PL,固定資産売却損益(益は+、損は−),,3600
パシフィック紙業,2024Q4,PL,法人税等,,8300
パシフィック紙業,2024Q4,補足,有形固定資産の売却による収入,,21000
パシフィック紙業,2024Q4,SS,自己株式の取得,,3000
パシフィック紙業,2025Q1,BS,現金及び預金,,123500
パシフィック紙業,2025Q1,BS,預け金,,57600
パシフィック紙業,2025Q1,BS,営業債権,,60600
パシフィック紙業,2025Q1,BS,棚卸資産,,76200
パシフィック紙業,2025Q1,BS,その他流動資産,,23400
パシフィック紙業,2025Q1,BS,有形固定資産(純額),,384600
パシフィック紙業,2025Q1,BS,投資その他の資産,,40800
パシフィック紙業,2025Q1,BS,営業債務,,98400
パシフィック紙業,2025Q1,BS,短期借入金,,0
パシフィック紙業,2025Q1,BS,その他流動負債,,34800
パシフィック紙業,2025Q1,BS,長期借入金,,149400
パシフィック紙業,2025Q1,BS,その他固定負債,,33600
パシフィック紙業,2025Q1,BS,退職給付引当金,,22800
パシフィック紙業,2025Q1,BS,純資産合計,,427700
パシフィック紙業,2025Q1,PL,売上高,,258500
パシフィック紙業,2025Q1,PL,営業利益,,8000
パシフィック紙業,2025Q1,PL,税引前当期純利益,,5600
パシフィック紙業,2025Q1,PL,減価償却費,,10200
パシフィック紙業,2025Q1,PL,受取利息及び受取配当金,,2100
パシフィック紙業,2025Q1,PL,支払利息,,4500
パシフィック紙業,2025Q1,PL,法人税等,,1800
パシフィック紙業,2025Q2,BS,現金及び預金,,65900
パシフィック紙業,2025Q2,BS,預け金,,67800
パシフィック紙業,2025Q2,BS,営業債権,,77400
パシフィック紙業,2025Q2,BS,棚卸資産,,75600
パシフィック紙業,2025Q2,BS,その他流動資産,,26400
パシフィック紙業,2025Q2,BS,有形固定資産(純額),,412800
パシフィック紙業,2025Q2,BS,投資その他の資産,,45600
パシフィック紙業,2025Q2,BS,営業債務,,112800
パシフィック紙業,2025Q2,BS,短期借入金,,0
パシフィック紙業,2025Q2,BS,その他流動負債,,30000
パシフィック紙業,2025Q2,BS,長期借入金,,128400
パシフィック紙業,2025Q2,BS,その他固定負債,,31200
パシフィック紙業,2025Q2,BS,退職給付引当金,,25200
パシフィック紙業,2025Q2,BS,純資産合計,,443900
パシフィック紙業,2025Q2,PL,売上高,,256900
パシフィック紙業,2025Q2,PL,営業利益,,26200
パシフィック紙業,2025Q2,PL,税引前当期純利益,,23800
パシフィック紙業,2025Q2,PL,減価償却費,,22800
パシフィック紙業,2025Q2,PL,受取利息及び受取配当金,,2400
パシフィック紙業,2025Q2,PL,支払利息,,4500
パシフィック紙業,2025Q2,PL,固定資産売却損益(益は+、損は−),,-300
パシフィック紙業,2025Q2,PL,法人税等,,7600
パシフィック紙業,2025Q2,補足,有形固定資産の売却による収入,,10800
パシフィック紙業,2025Q3,BS,現金及び預金,,55200
パシフィック紙業,2025Q3,BS,預け金,,81000
パシフィック紙業,2025Q3,BS,営業債権,,84600
パシフィック紙業,2025Q3,BS,棚卸資産,,82200
パシフィック紙業,2025Q3,BS,その他流動資産,,26400
パシフィック紙業,2025Q3,BS,有形固定資産(純額),,407400
パシフィック紙業,2025Q3,BS,投資その他の資産,,52200
パシフィック紙業,2025Q3,BS,営業債務,,124800
パシフィック紙業,2025Q3,BS,短期借入金,,6600
パシフィック紙業,2025Q3,BS,その他流動負債,,33000
パシフィック紙業,2025Q3,BS,長期借入金,,118200
パシフィック紙業,2025Q3,BS,その他固定負債,,33000
パシフィック紙業,2025Q3,BS,退職給付引当金,,23400
パシフィック紙業,2025Q3,BS,純資産合計,,450000
パシフィック紙業,2025Q3,PL,売上高,,247300
パシフィック紙業,2025Q3,PL,営業利益,,15500
パシフィック紙業,2025Q3,PL,税引前当期純利益,,11600
パシフィック紙業,2025Q3,PL,減価償却費,,22800
パシフィック紙業,2025Q3,PL,受取利息及び受取配当金,,900
パシフィック紙業,2025Q3,PL,支払利息,,4800
パシフィック紙業,2025Q3,PL,法人税等,,3700
パシフィック紙業,2025Q3,SS,剰余金の配当(配当金の支払額),,1800
パシフィック紙業,2025Q4,BS,現金及び預金,,92300
パシフィック紙業,2025Q4,BS,預け金,,97200
パシフィック紙業,2025Q4,BS,営業債権,,66600
パシフィック紙業,2025Q4,BS,棚卸資産,,93000
パシフィック紙業,2025Q4,BS,その他流動資産,,27000
パシフィック紙業,2025Q4,BS,有形固定資産(純額),,417000
パシフィック紙業,2025Q4,BS,投資その他の資産,,49800
パシフィック紙業,2025Q4,BS,営業債務,,127800
パシフィック紙業,2025Q4,BS,短期借入金,,19200
パシフィック紙業,2025Q4,BS,その他流動負債,,34200
パシフィック紙業,2025Q4,BS,長期借入金,,136800
パシフィック紙業,2025Q4,BS,その他固定負債,,32400
パシフィック紙業,2025Q4,BS,退職給付引当金,,28200
パシフィック紙業,2025Q4,BS,純資産合計,,464300
パシフィック紙業,2025Q4,PL,売上高,,240900
パシフィック紙業,2025Q4,PL,営業利益,,22000
パシフィック紙業,2025Q4,PL,税引前当期純利益,,21100
パシフィック紙業,2025Q4,PL,減価償却費,,24600
パシフィック紙業,2025Q4,PL,受取利息及び受取配当金,,300
パシフィック紙業,2025Q4,PL,支払利息,,1200
パシフィック紙業,2025Q4,PL,法人税等,,6800
パシフィック紙業,2026Q1,BS,現金及び預金,,101600
パシフィック紙業,2026Q1,BS,預け金,,85200
パシフィック紙業,2026Q1,BS,営業債権,,70200
パシフィック紙業,2026Q1,BS,棚卸資産,,94800
パシフィック紙業,2026Q1,BS,その他流動資産,,25800
パシフィック紙業,2026Q1,BS,有形固定資産(純額),,429000
パシフィック紙業,2026Q1,BS,投資その他の資産,,45600
パシフィック紙業,2026Q1,BS,営業債務,,138600
パシフィック紙業,2026Q1,BS,短期借入金,,3600
パシフィック紙業,2026Q1,BS,その他流動負債,,32400
パシフィック紙業,2026Q1,BS,長期借入金,,138600
パシフィック紙業,2026Q1,BS,その他固定負債,,36600
パシフィック紙業,2026Q1,BS,退職給付引当金,,30000
パシフィック紙業,2026Q1,BS,純資産合計,,472400
パシフィック紙業,2026Q1,PL,売上高,,245500
パシフィック紙業,2026Q1,PL,営業利益,,11600
パシフィック紙業,2026Q1,PL,税引前当期純利益,,11900
パシフィック紙業,2026Q1,PL,減価償却費,,29400
パシフィック紙業,2026Q1,PL,受取利息及び受取配当金,,1800
パシフィック紙業,2026Q1,PL,支払利息,,4500
パシフィック紙業,2026Q1,PL,固定資産売却損益(益は+、損は−),,3000
パシフィック紙業,2026Q1,PL,法人税等,,3800
パシフィック紙業,2026Q1,補足,有形固定資産の売却による収入,,7800
クオリア医薬,2023Q4,BS,現金及び預金,6700,6200
クオリア医薬,2023Q4,BS,預け金,5600,3400
クオリア医薬,2023Q4,BS,営業債権,23900,25800
クオリア医薬,2023Q4,BS,棚卸資産,10700,11900
クオリア医薬,2023Q4,BS,その他流動資産,3800,4200
クオリア医薬,2023Q4,BS,有形固定資産(純額),28100,28400
クオリア医薬,2023Q4,BS,投資その他の資産,6200,7200
クオリア医薬,2023Q4,BS,営業債務,17100,18300
クオリア医薬,2023Q4,BS,短期借入金,1600,3800
クオリア医薬,2023Q4,BS,その他流動負債,4700,4900
クオリア医薬,2023Q4,BS,長期借入金,24100,20400
クオリア医薬,2023Q4,BS,その他固定負債,1400,1200
クオリア医薬,2023Q4,BS,退職給付引当金,9500,10000
クオリア医薬,2023Q4,BS,純資産合計,26600,28500
クオリア医薬,2023Q4,PL,売上高,,64600
クオリア医薬,2023Q4,PL,営業利益,,3200
クオリア医薬,2023Q4,PL,税引前当期純利益,,2800
クオリア医薬,2023Q4,PL,減価償却費,,4500
クオリア医薬,2023Q4,PL,受取利息及び受取配当金,,200
クオリア医薬,2023Q4,PL,支払利息,,600
クオリア医薬,2023Q4,PL,法人税等,,900
クオリア医薬,2024Q1,BS,現金及び預金,,9500
クオリア医薬,2024Q1,BS,預け金,,2700
クオリア医薬,2024Q1,BS,営業債権,,25600
クオリア医薬,2024Q1,BS,棚卸資産,,12700
クオリア医薬,2024Q1,BS,その他流動資産,,5000
クオリア医薬,2024Q1,BS,有形固定資産(純額),,27600
クオリア医薬,2024Q1,BS,投資その他の資産,,6200
クオリア医薬,2024Q1,BS,営業債務,,20500
クオリア医薬,2024Q1,BS,短期借入金,,1900
クオリア医薬,2024Q1,BS,その他流動負債,,5900
クオリア医薬,2024Q1,BS,長期借入金,,21000
クオリア医薬,2024Q1,BS,その他固定負債,,1800
クオリア医薬,2024Q1,BS,退職給付引当金,,10200
クオリア医薬,2024Q1,BS,純資産合計,,28000
クオリア医薬,2024Q1,PL,売上高,,62100
クオリア医薬,2024Q1,PL,営業利益,,-500
クオリア医薬,2024Q1,PL,税引前当期純利益,,-500
クオリア医薬,2024Q1,PL,減価償却費,,5400
クオリア医薬,2024Q1,PL,受取利息及び受取配当金,,200
クオリア医薬,2024Q1,PL,支払利息,,200
クオリア医薬,2024Q2,BS,現金及び預金,,3900
クオリア医薬,2024Q2,BS,預け金,,1800
クオリア医薬,2024Q2,BS,営業債権,,28000
クオリア医薬,2024Q2,BS,棚卸資産,,10900
クオリア医薬,2024Q2,BS,その他流動資産,,5000
クオリア医薬,2024Q2,BS,有形固定資産(純額),,32300
クオリア医薬,2024Q2,BS,投資その他の資産,,7500
クオリア医薬,2024Q2,BS,営業債務,,18200
クオリア医薬,2024Q2,BS,短期借入金,,3700
クオリア医薬,2024Q2,BS,その他流動負債,,5800
クオリア医薬,2024Q2,BS,長期借入金,,17500
クオリア医薬,2024Q2,BS,その他固定負債,,2400
クオリア医薬,2024Q2,BS,退職給付引当金,,11000
クオリア医薬,2024Q2,BS,純資産合計,,30800
クオリア医薬,2024Q2,PL,売上高,,60100
クオリア医薬,2024Q2,PL,営業利益,,6700
クオリア医薬,2024Q2,PL,税引前当期純利益,,7000
クオリア医薬,2024Q2,PL,減価償却費,,5300
クオリア医薬,2024Q2,PL,受取利息及び受取配当金,,200
クオリア医薬,2024Q2,PL,支払利息,,100
クオリア医薬,2024Q2,PL,固定資産売却損益(益は+、損は−),,200
クオリア医薬,2024Q2,PL,法人税等,,2200
クオリア医薬,2024Q2,補足,有形固定資産の売却による収入,,3800
クオリア医薬,2024Q2,SS,自己株式の取得,,2000
クオリア医薬,2024Q3,BS,現金及び預金,,5400
クオリア医薬,2024Q3,BS,預け金,,3700
クオリア医薬,2024Q3,BS,営業債権,,25400
クオリア医薬,2024Q3,BS,棚卸資産,,12800
クオリア医薬,2024Q3,BS,その他流動資産,,5800
クオリア医薬,2024Q3,BS,有形固定資産(純額),,32800
クオリア医薬,2024Q3,BS,投資その他の資産,,7100
クオリア医薬,2024Q3,BS,営業債務,,17900
クオリア医薬,2024Q3,BS,短期借入金,,4600
クオリア医薬,2024Q3,BS,その他流動負債,,5700
クオリア医薬,2024Q3,BS,長期借入金,,16800
クオリア医薬,2024Q3,BS,その他固定負債,,3100
